Date,Comment
2026-03-21T14:56:39Z,aku bangga sama mba nana berani demi kebenaran
2026-03-21T14:56:28Z,salah beneran dongeng cerita nostalgia
2026-03-21T14:56:01Z,mbg yang wajib distop itu pemborosan dan peluang korup
2026-03-21T14:53:32Z,sumber air a k a sumber minyak
2026-03-21T14:53:17Z,pemerintah tidak memuaskan buruk wajar dikritik semoga mau memperbaiki diri kalau tidak elit global akan memanfaatkan situasi menggulingkan anda melalui rakyat anda sendiri
2026-03-21T14:48:57Z,kegiatan untuk menaikkan popularitas dan citra pemerintah
2026-03-21T14:48:54Z,yang masalah penyiraman air keras itu loh hrs dituntaskan sesegera mungkin
2026-03-21T14:48:47Z,undang pemred tempo rocky gerung sama bem ugm dong aturan biar imbang jangan pemred doang tv netral doang
2026-03-21T14:48:20Z,omon gemoy ok gas
2026-03-21T14:46:45Z,pak prabowo inspirasi untuk generasi muda
2026-03-21T14:46:32Z,bangga sekalii punya presiden seperti pak prabowo sangat tegas dan jelas banyak yang iri banyak yang ingin jatuhkan pak prabowo karena sangat bagus dalam memimpin negara kita ini tetap maju pakk prabowo
2026-03-21T14:45:41Z,mbak nana vs the king omon omon
2026-03-21T14:44:28Z,betul ini mendongeng beneran bosen ah omon omon melulu
2026-03-21T14:43:48Z,gue paham maksudmu pak prabowo
2026-03-21T14:43:31Z,sangat sangat berwibawa sekali pak prabowo penjilat di sekeliling pak prabowo harus di saring dan diperhatikan pak bapak itu sangat bagus dan hebat dalam memimpin negara kita indonesia
2026-03-21T14:43:17Z,bapak prabowo karakternya tidak di buat beliau selalu berpikir dan spontan menjawab tidak ada ambisi keserakahan kebohongan yang di sembunyikan intinya sungguh mencintai tanah air dan rakyat bapak ada yang ingin saya sampaikan agar regulasi tidak di persulit panjang umur sehat selalu bapak prabowo
2026-03-21T14:43:04Z,besok pemilu mendatang jangan pilih calon presiden atopun wakil presiden dr partai partaitau sendiri kan kalo sudah jd presiden pasti politik balas budi yang hanya mengutamakan golongan nyabukan kerja atas nama rakyat
2026-03-21T14:42:16Z,harga harga mahal daya beli kurang atow hampir mandek pengangguran meningkat beli mobil aja dari india apa masih kita percaya dengan omongan bapak
2026-03-21T14:41:33Z,sekola sekola tinggi tinggi di opening eh denger dialognya isinya penjilat semua kecuali najwa
2026-03-21T14:40:06Z,bangga banget lihat pak prabowo tetap tenang dan rasional ngejelasin tantangan dunia fokus beliau ke hilirisasi dan industrialisasi itu jawaban banget buat masa depan anak muda indonesia pemimpin yang beneran kerja pakai hati dan akal sehat demi rakyat maju terus pak presiden
2026-03-21T14:39:15Z,ku kira bakal keras bossmen seperti di youtubenya ku kira solusi dan narasinya bakal tajam seperti biasanya ternyata
2026-03-21T14:38:56Z,pimpinan yang hebat semoga indonesia terus maju
2026-03-21T14:38:31Z,bangga punya presiden yang tegas membela kemerdekaan palestina di forum internasional langkah beliau masuk board of peace bop dengan syarat tetap membela kemanusiaan itu bukti diplomasi kita berwibawa lanjutkan perjuangannya pak
2026-03-21T14:38:30Z,besok gatian pak gibran biar makin mantap
2026-03-21T14:37:41Z,maju teruss pak
2026-03-21T14:37:38Z,coba dong pak wapres juga dibuatin diskusi begini dengan orang hebat biar bisa membungkam para pembencinya
2026-03-21T14:37:16Z,visi hilirisasi dan industrialisasi pak prabowo emang solusi buat masa depan indonesia kita harus jadi negara produsen bukan cuma pasar dukung penuh transformasi bangsa ini biar anak muda kita dapet lapangan kerja yang berkualitas bismillah indonesia maju
2026-03-21T14:37:10Z,pas di tanya embk nana di situ pak owo bukan nya tegas malah ke emosi
2026-03-21T14:36:46Z,keren tetap dengar suara rakyat pak
2026-03-21T14:36:29Z,mba nana kamu mantep banget
2026-03-21T14:36:24Z,semangat dan visi pak prabowo untuk indonesia patut diapresiasi semoga terus konsisten membawa perubahan positif
2026-03-21T14:35:56Z,terharu pas denger cerita pak prabowo langsung gerak cepat bangun jembatan buat anak anak sekolah dan kasih beasiswa beliau bener bener menjalankan filosofi kalau tidak bisa bantu banyak orang bantu satu orang sehat selalu pak presiden rakyat bersamamu
2026-03-21T14:35:13Z,mantab pakk prabowo
2026-03-21T14:35:10Z,masalah indonesia tidak ada ketegasan dari hasil pelanggaran hukum untuk para elite
2026-03-21T14:34:55Z,banyak buzzernya disini wkwkwkw
2026-03-21T14:33:32Z,garis besar nya masih tentang dikit quot antek quot asing dkit quot di biayai asing pola pikir macam apa ini
2026-03-21T14:33:28Z,suka banget sama komitmen pak presiden yang minta jajarannya jangan asal bapak senang abs beliau berani terima kritik dan bahkan nonton podcast yang menyerang beliau buat jadi bahan evaluasi pemimpin yang bener bener punya mental baja dan jujur
2026-03-21T14:32:07Z,lah cuman di tipu sama israel dan as masih mau aja
2026-03-21T14:31:52Z,pak prabowo menunjukkan komitmen yang kuat dalam membangun negeri semoga selalu diberi kesehatan dan kelancaran dalam memimpin
2026-03-21T14:31:15Z,setuju banget sama penjelasan pak prabowo soal pentingnya kemandirian pangan dan energi di tengah situasi dunia yang lagi tidak menentu gini memang kita butuh pemimpin yang visioner dan paham sejarah kayak beliau semangat terus pak presiden
2026-03-21T14:30:08Z,pak presiden bnyak rakyat yang msih miskin coba uang negara dipakai untuk kesejateraan rakyat bukan kesejateraan pejabat koruptor
2026-03-21T14:27:59Z,sekarang langka bbm apa solusi cepat dari pemerintah sekarang karena masalah ini menyangkut kehidupan semua rakyat
2026-03-21T14:26:23Z,part berikutnya sangat ditunggu
2026-03-21T14:25:06Z,asal bapak senang
2026-03-21T14:24:57Z,kok pertanyaan ada jawab data dilayar kayak sudah di setting nih
2026-03-21T14:23:32Z,hadehh capek nontonnya terlalu pede terdengar indah tapi tidak sesuai kenyataan
2026-03-21T14:23:08Z,saya yakin pak prabowo orang baik tapi saya tidak yakin dengan orang di sekelilingnya
2026-03-21T14:22:40Z,menit pertama jawaban tidur pertengahan jawaban ngelantur di akhir jawaban ngawur jawaban kalo sambil mikir tidak punya rencana besok juga lupa lagi tahun menjabat jangankan rakyat indonesia lebih baik tanda mau baik aja tidak ada bayangkan tanda nya tidak ada
2026-03-21T14:20:44Z,iya di pilih rakyat tapi sekarang yang milih bapak pada nyesel angkat jempolnya yang pilih beliau kemarin dan sekarang menyesal
2026-03-21T14:20:07Z,rakyat indonesia sangat sabar dan pemaaf apa pun yang di lakukan legislatif yudikatif dan eksekutif rakyat indonesia memaafkan nya
2026-03-21T14:19:44Z,ingin ingin dan ingin tapi tidak ada realisasinya ya sama aja
2026-03-21T14:19:10Z,respect pemimpin yang tulus buat negara
2026-03-21T14:18:39Z,jawab mba nana aga tergesah dan aga ngegas
2026-03-21T14:17:53Z,terimakasih mbak nana
2026-03-21T14:17:47Z,kalo pesimis mending pindah negara aja boy
2026-03-21T14:14:12Z,komitmen presiden prabowo dalam menuntaskan kasus teror ini membuktikan keberpihakan negara pada nilai nilai kemanusiaan
2026-03-21T14:11:47Z,ini baru presiden waktunya berbenah birokrasi pemerintahan negeri ini dan menegakkan hukum dan mensejahterakan rakyat serta mewujudkan swasembada pangan swasembada energi dan yang lainnya merdeka
2026-03-21T14:11:17Z,yang tentang mbg menit ke berapa ya
2026-03-21T14:09:48Z,budaya asal bos senang bosnya presiden adalah rakyat semoga budaya asal bos senang memang menggunakan data dan fakta yang benar teruslah selalu memperbaikin niat dan perbuatan pak presiden sehingga bos merasakan budaya abs sudah hilang
2026-03-21T14:08:23Z,judulnya prabowo menjawab tapi isinya prabowo tidak menjawab apapun
2026-03-21T14:05:49Z,pemimpin berani rakyat tenang lanjutkan pakk mantap
2026-03-21T14:02:22Z,lahh sibapak kan presidennya kenapa jadi skeptis wahh sudah tidak bener cukup sekali aja pak isinya omon omon semua
2026-03-21T14:01:07Z,presiden prabowo subianto menerima berbagai dukungan dan apresiasi atas kebijakan pemerintahannya baik dari dalam negeri maupun internasional
2026-03-21T14:01:04Z,seteju pak prabowo semua butuh ketegasan termasuk tentang keamanan aktivitiss
2026-03-21T13:59:41Z,jawabannya prabowo subianto lumayan to the point dan nggak muter muter jadi lebih kebayang sudut pandangnya gimana
2026-03-21T13:59:38Z,bapak quot ibu ibu kalau pak presiden prabowo lagi ngomong jngan di banyak kin di potong
2026-03-21T13:59:31Z,bapak ini minta kita bersabar karena belio masih ada tahun lagi menjabat untuk memperbaiki indonesiapak wok maaf nih saya nungguin tuntutan kemaren aja belom keliatan hilalnya padahal sudah bulan loh reformasi polri ur ass lah nunggu tahun keburu regenerasi borok juga
2026-03-21T13:58:26Z,kalau gibran di ikut sertakan dalam diskusi ini pasti makin seru
2026-03-21T13:58:17Z,bagusa pakk doa terbaik buat bapak dan kabinet nya
2026-03-21T13:58:13Z,konten kayak gini penting sih jadi kita bisa denger langsung jawaban dari tokohnya bukan cuma dari potongan berita aja
2026-03-21T13:57:45Z,setuju pak presiden ketegasan soal keamanan aktivis dan keberanian keluar dari bop jika tidak menguntungkan nasional adalah bentuk kedaulatan yang kita butuhkan terus berjuang untuk rakyat kecil
2026-03-21T13:56:59Z,terbukti harga kebutuhan pokok di bulan ramadhan tahun harganya terjangkau dan terkendali
2026-03-21T13:56:32Z,wow sudah nonton dari awal sampai akhir sangat menghargai upaya untuk mengangkat isu isu krusial dan memberi kesempatan untuk klarifikasi langsung sangat menarik
2026-03-21T13:54:59Z,lebih mendengarkan bisikan yang manis drpd teriakan rakyat
2026-03-21T13:54:00Z,kami berharap pak prabowo tegas dalam memilih siapa pun yang duduk menjadi wakil rakyat
2026-03-21T13:53:36Z,teruntuk geopolitik indonesia kami masyarakat kecil ini meminta indonesia keluar bop dan kami tidak percaya sedikit pun dengan donald trump karena beliau pelanggar tentang kejahatan perang yang membunuh petinggi iran kala itu tolong jangan lupa
2026-03-21T13:53:23Z,pak prabowo keren sekali semoga kedepannya semakin baik
2026-03-21T13:51:57Z,memberikan contoh mossad yang melakukan teror yang seolah olah dilakukan oleh orang palistine tp belakangan berstatement israel harus dijamin keamanannya jujur sbg rakyat bingung saya
2026-03-21T13:50:05Z,sehat selalu pak titip bangsa ini yaa semangat
2026-03-21T13:49:37Z,salut sama perjuangannya terus maju untuk indonesia
2026-03-21T13:49:05Z,kagum dengan pak presiden yang menjawab dan memberikan respon dengan tenang
2026-03-21T13:48:59Z,yang menyimak langsung bagian mba nana
2026-03-21T13:48:39Z,undang benix lah
2026-03-21T13:48:02Z,sukses selalu untuk pak presiden ri
2026-03-21T13:47:24Z,kayak nya ada yang kurang dehh
2026-03-21T13:47:21Z,salut dengan ri yang menerima kritik pertanyaan dan menjawabnya dengan tenang
2026-03-21T13:47:06Z,semoga semua janji pengusutan benar benar terealisasi kami percaya dengan kepemimpinan presiden
2026-03-21T13:46:31Z,rakyat butuh pemimpin yang berani seperti ini dukungan penuh selalu
2026-03-21T13:46:21Z,presiden omon omon
2026-03-21T13:45:40Z,pak presiden pasti bisa lebih bijaksana ketika menunjuk seseorang yang duduk di kursi pemerintahan
2026-03-21T13:43:38Z,antara ucapan dan kenyataan betolak belakang nyatanya pangan masyarakat tetap tinggi dunia pendidikan maha
2026-03-21T13:43:34Z,subsidi mobil listrik dan motor listrik batubara yang membuat listrik indonesia dari indonesia sendiri daripada subsidi bbm yang dari negara arab dan malaysia yang sudah semakin mahal dan memberatkan apbn negara
2026-03-21T13:43:07Z,akan kah indonesia ini bisa bertahan sampai
2026-03-21T13:42:33Z,saya salah satu yang memilih pak prabowo pilres kemarin saya yakin pak prabowo ingin indonesia menjadi negara yang maju dan makmur dan saya harap itu benar aamiinn ya rab
2026-03-21T13:41:26Z,pak prabowo kami yakin bapak bijaksana dalam memilih pejabat dan jajaran yang memanh lebih capable
2026-03-21T13:41:00Z,mantab mb nana tp jawabannya tidak memuasakan
2026-03-21T13:40:30Z,cukup tegang pak presiden saat diskusi dengan mb nana but keren pak presiden sudah kali presiden mengundang untuk diskusi publik terbuka keren pak presiden
2026-03-21T13:39:13Z,najwa shihab sangat keren tajam nah yang menjawab yang jawabannya blo on
2026-03-21T13:39:01Z,aduhh ko tetep tidak mau terima fakta ya pak prabowo motong terus pertanyaan mbak nana juga
2026-03-21T13:38:45Z,menyala sekali mbak nana
2026-03-21T13:38:31Z,pak presiden sedang seleksi cari menteri
2026-03-21T13:38:27Z,niatnya pak prob sbnarnya baik cm entahlah
2026-03-21T13:37:46Z,terimakasih pak sudah dengerin suara rakyat kecil lanjutkan gebrakan positifnya pak
